a01;a02;a0000;a0100;a0400;a04;a0800;a0900a;a0900b;a0900c;a0900d;a0900e;a0900f;a0900g;a0900h;a0900i;a0900j;a0900k;a1000;a1100;a1200;a1300;a1400;a1500;a1600;a1700;a1900;a2000;a2100;a2200;a2300;a2400;b0100;b0208;b0308;b0408;b0201;b0301;b0401;b0202;b0302;b0402;b0203;b0303;b0403;b0204;b0304;b0404;b0205;b0305;b0405;b0206;b0306;b0406;b0207;b0307;b0407;b0209;b0309;b0409;b0210;b0310;b0410;b0502;b0600;b0700a;b0700b;b0700c;b0700d;b0700e;b0700f;b0700g;b0700h;b0700i;b0700j;b0700k;b0700l;b0700m;b0700n;b0700o;b0700p;b0700q;b0700r;b0700s;b0700t;b0800;b0901;b0902;b0903;b0904;b1000a;b1000b;b1000c;b1000d;b1000e;b1000f;b1000g;b1000h;b1000i;b1000j;b1101;b1102;b1103;b1201;b1202a;b1202b;b1202c;b1202d;b1202e;b1202f;b1202g;b1202h;b1202i;b1202j;b1202k;b1202l;b1202m;b1202n;c0100;c0200a;c0200b;c0200c;c0200d;c0200e;c0200f;c0200g;c0200h;c0200i;c0200j;c0300;c0400a;c0400b;c0400c;c0400d;c0400e;c0400f;c0400g;c0400h;c0400i;c0400j;c0400k;c0400l;c0400m;c0400n;c0500;c0600a;c0600b;c0600c;c0600d;c0600e;c0600f;c0600g;c0600h;c0600i;c0600j;c0600k;d0101;d0102;d0103;d0104;d0105;d0106;d0107;d0108;d0109;d0110;d0111;d0112;d0200;d0300;d0400;d0500;d0600;e0100;e0500;e0600;e0700;e0800;e0900;e1001;e1002;e1003;e1101;e1102;e1200;e0200a;e0200b;e0200c;e0200d;e0200e;e0401;tmp_e0401;e0402;e0403;e0300;f0100;f0200;f0300;f0400;f0600;f0700;f0800;g0000;g0100;a05;g0500;g0600;g0700;g0900;g1008;g1108;g1208;g1001;g1101;g1201;g1002;g1102;g1202;g1003;g1103;g1203;g1004;g1104;g1204;g1005;g1105;g1205;g1006;g1106;g1206;g1007;g1107;g1207;g1009;g1109;g1209;g1010;g1110;g1210;g1302;g1400;g1500a;g1500b;g1500c;g1500d;g1500e;g1500f;g1500g;g1500h;g1500i;g1500j;g1500k;g1500l;g1500m;g1500n;g1500o;g1500p;g1500q;g1500r;g1500s;g1500t;g1600;g1701;g1702;g1703;g1704;g1800a;g1800b;g1800c;g1800d;g1800e;g1800f;g1800g;g1800h;g1800i;g1800j;h0100;h0500;h0600;h0700;h0800;h0900;h1001;h1002;h1003;h1101;h1102;h1200;h0200a;h0200b;h0200c;h0200d;h0200e;h0401;tmp_h0401;h0402;h0403;h0300;i0100;i0200a;i0200b;i0200c;i0200d;i0200e;i0200f;i0200g;i0200h;i0300;i0400a;i0400b;i0400c;i0400d;i0400e;i0500a;i0500b;i0500c;i0500d;i0500e;i0500f;i0500g;i0500h;i0500i;i0500j;i0601;i0602;i0700;i0800;i0900;i1000;j0100;j0200;j0300a;j0300b;j0300c;j0300d;j0300e;j0300f;j0300g;j0300h;j0300i;j0300j;j0300k;j0300l;j0300m;j0300n;j0300o;j0400;j0500;j0600;j0700;j0800a;j0800b;j0800c;j0800d;j0800e;j0800f;j0800g;j0900a;j0900b;j0900c;j0900d;j1000;j1100;j1201;j1202;j1203;j1300;j1400;ccaaf;age;j0300p;j0800h;a0300;ID;a1800;g0800;a0200;weight
2016;10;1;1;1960;55;-98;0;1;0;1;0;0;0;0;0;0;0;-98;4;-98;-98;1;21;-98;-98;0;2;0;0;-98;21;1;1;0;0;1;1;0;1;1;0;1;0;0;1;1;1;1;0;0;1;0;0;1;1;0;1;1;0;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-98;-98;-98;-98;0;1;0;0;0;0;0;1;0;0;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;1;0;1;0;0;0;1;0;0;0;61;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;1;1;-97;5;5;4;4;4;4;1;4;2;1;0;-98;25;5;200;3;0;102;2;1;1;1;1;3;1;1;1;0;0;0;2;79;18;2;100;2;3;1;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;5;5;1;0;0;0;0;0;0;0;0;0;1;1;323;1997;80;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;7;240;2;2000;0;1;0;0;0;0;0;0;0;0;1;0;-98;0;0;0;5;4;13;55;-98;0;-98;3324;74;-98;6;6292.204352212139
2017;1;0;1;1944;72;-98;0;1;0;0;0;0;0;0;0;0;0;-98;2;-98;-98;1;4;-98;0;-98;-98;-98;-98;-98;6;0;0;-98;-98;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;0;0;0;1;0;0;0;0;0;0;-98;0;0;1;0;0;0;0;0;0;0;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;4;3;5;1;1;1;2;5;5;1;3;2;1;1;-98;40;2;200;3;0;200;-97;1;1;-97;1;-97;-97;1;1;1;0;0;3;116;24;3;-97;2;2;1;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;10;0;1;1;0;0;1;1;0;0;0;0;-98;-98;-98;-98;-98;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;6;300;2;0;-98;-98;-98;-98;-98;-98;-98;0;0;0;1;0;-98;0;0;0;-97;2;13;72;-98;-98;-98;4759;-98;-98;11;8805.314653727692
2016;10;1;0;1996;20;-98;0;0;0;0;1;0;1;0;0;0;0;-98;6;-98;6;2;5;-98;1;0;-98;-98;-98;100;-98;1;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;1;0;0;0;0;0;0;0;1;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;1;0;1;0;0;0;0;0;0;0;60;1;0;0;1;0;0;0;0;0;0;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;1;3;5;5;5;5;2;4;5;1;3;1;0;-98;0;30;3;200;3;0;102;2;1;1;-97;1;3;1;1;1;0;0;0;3;93;24;2;100;3;1;3;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;1;1;0;0;0;0;0;0;600;0;0;5;5;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;6;400;2;800;0;0;0;1;0;0;0;0;0;0;1;0;-98;1;0;0;3;4;13;20;0;1;200;5086;98;-98;-98;6414.782223873772
2016;10;1;0;1974;42;-98;0;1;1;0;0;0;0;0;0;0;0;-98;2;-98;-98;1;21;-98;-98;0;3;100;50;-98;21;1;1;0;0;1;0;0;0;-98;-98;0;-98;-98;0;-98;-98;0;-98;-98;1;0;0;1;0;0;1;0;0;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;1;0;0;0;0;0;0;0;0;0;68;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;1;2;3;4;5;5;5;4;5;5;5;2;1;1;-98;50;4;200;3;0;125;1;1;1;1;1;2;0;0;0;1;0;0;3;100;-97;-97;100;2;2;2;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;0;1;0;1;0;0;0;0;1000;2;6;0;2;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;300;2;500;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;3;4;13;42;0;0;200;1365;78;-98;-98;9389.617765555158
2016;10;0;1;1998;18;-98;0;0;0;0;1;0;1;0;0;0;0;-98;4;-98;-98;5;9;7;1;0;-98;-98;-98;-98;-98;1;0;-98;-98;1;0;0;1;0;0;0;-98;-98;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;1;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;1;0;0;0;0;0;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;3;3;5;2;2;2;3;2;3;1;4;2;0;-98;0;20;2;200;3;0;120;1;-97;1;-97;1;3;-97;1;1;0;0;0;3;35;18;2;100;3;2;3;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;2;5;2;0;1;0;0;0;0;0;0;0;0;0;-98;-98;-98;1995;-98;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;800;2;6000;0;0;0;1;0;0;0;0;0;0;1;0;-98;0;0;1;4;3;13;18;0;1;-98;8545;23;-98;13;7240.430965612177
2016;10;0;1;1993;23;-98;0;0;0;0;1;0;1;0;0;0;0;-98;8;1;-98;5;9;7;0;-98;-98;-98;-98;-98;-98;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;0;7;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;-98;-98;-98;-98;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2;0;1;0;0;0;0;0;0;0;0;-98;0;0;0;1;0;1;0;0;0;0;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;3;2;5;4;3;3;2;3;3;2;4;3;0;-98;0;50;2;200;3;0;102;2;1;1;0;1;3;1;1;1;0;0;0;3;68;18;2;5;2;1;3;0;3;1;3;0;1960;56;-98;8;21;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;0;1;1;0;1;1;0;1;1;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;1;1;0;0;0;0;0;0;0;3;200;3;0;102;1;1;1;1;1;3;1;1;1;0;0;0;3;76;18;2;50;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;10;0;1;0;0;0;0;0;1;0;0;0;1;1;400;1996;25;1;1;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;7;250;1;12000;0;0;0;1;0;0;1;0;0;0;1;0;-98;0;0;0;6;3;13;23;-98;0;-98;4501;-98;27;13;7240.430965612177
2016;10;0;1;1998;18;-98;0;0;0;0;1;0;1;0;0;0;0;-98;4;-98;-98;5;9;7;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;8;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;6;1;0;0;0;1;1;0;1;0;0;-98;0;0;0;1;0;0;0;0;0;0;0;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;2;1;5;4;4;5;2;2;5;1;4;3;0;-98;0;25;2;200;3;0;102;1;1;1;-97;1;3;0;1;1;0;0;0;3;85;18;2;5;1;3;3;0;3;1;4;1;1965;50;-98;4;11;1;1;1;-97;1;1;0;1;1;0;1;0;0;1;0;0;1;0;0;1;1;1;1;1;0;1;1;0;1;0;0;6;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;1;0;0;3;200;-97;0;102;1;1;1;1;1;3;1;1;1;0;0;0;3;53;18;2;5;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;6;3;1;0;0;0;1;0;0;1;0;0;0;1;1;1100;1998;80;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;600;2;150;0;0;0;1;0;0;1;0;0;0;1;0;-98;1;1;0;5;4;13;18;-98;0;-98;4787;-98;84;13;7240.430965612177
2016;10;0;1;1970;46;-98;0;1;1;0;0;0;0;0;0;0;0;-98;6;-98;6;3;11;-98;-98;0;-98;-98;-98;-98;11;1;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;-98;0;1;0;0;0;0;0;1;0;0;-97;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;0;1;0;0;0;1;0;1;0;0;-3;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;1;2;5;4;5;3;2;3;5;2;2;2;1;1;-98;0;2;200;2;0;102;2;1;1;0;1;3;1;0;1;0;0;0;3;121;18;2;-97;2;1;3;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;5;5;0;0;0;0;0;0;0;1;0;0;0;1;1;800;1997;100;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;1000;2;850;1;0;0;0;0;0;0;0;0;0;1;0;-98;0;0;0;3;2;13;46;-98;0;-98;3750;53;-98;13;7044.985430547968
2016;10;1;1;1967;49;-98;0;1;1;0;0;0;0;0;0;0;0;-98;8;6;-98;3;21;-98;-98;0;1;1;80;-98;21;1;1;1;0;1;0;0;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;1;1;1;1;1;0;1;0;0;7;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-98;-98;-98;-98;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;1;0;0;0;0;65;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;1;2;5;2;4;4;2;2;5;1;4;1;0;-98;0;70;3;200;3;0;102;1;1;1;1;1;3;1;1;1;0;0;0;3;78;18;2;100;2;1;3;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;2;7;1;1;0;0;0;0;0;1;1;0;0;-98;-98;-98;2001;-98;1;1;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;7;500;2;6000;1;0;0;0;0;0;0;0;0;0;1;0;-98;0;0;0;5;4;13;49;-98;0;-98;492;24;-98;11;6654.478484415449
2017;1;1;1;1996;20;-98;0;0;0;0;1;0;1;0;0;0;0;-98;4;-98;-98;3;9;7;1;0;-98;-98;-98;-98;-98;1;1;1;0;1;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;1;1;0;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;0;0;0;0;0;0;1;1;0;0;89;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;4;1;3;4;4;4;3;3;4;1;3;3;1;1;-98;30;3;100;3;0;105;2;1;1;0;2;1;1;0;1;0;1;0;3;34;18;2;4;3;2;2;0;3;1;3;1;1961;55;-98;3;21;1;1;0;0;1;1;0;1;1;0;1;0;0;1;0;0;1;0;0;1;1;1;1;1;0;1;1;1;1;0;0;6;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;3;200;1;0;102;1;1;1;1;3;1;0;0;1;1;0;0;3;125;18;2;-97;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;10;0;0;0;0;1;0;0;1;0;0;0;1;1;600;2005;80;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;400;2;1000;0;0;0;1;0;0;0;0;0;0;1;0;-98;0;0;0;3;4;13;20;-98;1;-98;6321;52;41;13;5716.49371413514
2016;12;0;1;1981;35;-98;0;1;1;0;0;0;0;0;0;0;0;-98;6;-98;8;3;22;-98;-98;0;2;0;50;-98;5;1;1;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;1;0;0;1;1;1;1;0;0;9;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;1;0;0;0;0;0;0;0;0;0;65;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;2;1;5;3;4;4;3;3;5;3;2;2;1;0;-98;11;2;225;2;0;120;1;-97;-97;0;1;3;1;1;1;0;0;0;3;86;24;2;100;-97;1;3;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;10;0;0;1;0;0;1;0;0;1;0;0;0;1;1;293;2002;80;0;1;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2;120;1;400;1;0;0;0;0;0;0;0;0;0;1;0;-98;1;0;0;4;3;13;35;-98;0;-98;7422;22;-98;13;5819.204794534016
2017;1;1;1;1974;42;-98;0;1;0;0;0;0;0;0;0;0;0;-98;7;2;-98;4;21;-98;-98;0;1;0;0;-98;21;1;1;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;67;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;1;1;5;1;5;2;3;5;5;3;2;1;1;1;-98;100;2;200;3;0;120;1;1;1;0;1;3;1;0;1;0;0;0;3;53;18;2;500;3;2;1;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;8;2;0;0;0;0;0;0;0;1;0;0;0;1;1;450;1998;80;1;1;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;500;2;1000;0;0;0;1;0;0;0;0;0;0;1;0;-98;0;0;0;4;3;13;42;-98;0;-98;1220;21;-98;13;8367.500103486236
2017;1;1;1;1967;49;-98;0;1;0;0;0;0;0;0;0;0;0;-98;3;-98;-98;2;11;-98;-98;0;-98;-98;-98;-98;12;1;1;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;0;0;0;1;1;0;0;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3;1;0;0;0;0;0;0;0;0;0;67;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4;2;2;3;1;5;5;1;5;5;5;1;2;1;1;-98;10;3;200;2;0;120;1;1;1;1;1;3;0;1;1;1;0;0;3;66;18;2;100;1;3;3;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;-98;-98;-98;-98;-98;-98;-98;-98;-98;5;3;2;0;0;0;0;0;1;0;0;1;0;0;0;1;3;400;2009;50;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;30;1;0;-98;-98;-98;-98;-98;-98;-98;0;0;0;1;1;1;1;0;0;1;3;13;49;0;-98;-98;4958;14;-98;13;5930.097562668379
